category,message,age,years_of_experience,monthly_income,distance_traveled,risk_zone,gender,education_level,vehicle_type,number_of_children,marital_status,average_hours_worked_per_week,customer_rating,number_of_trips_last_month,average_trip_duration,region
recursos_humanos,Mention music another knowledge middle for three turn. Take produce minute between during. Chance record effort camera small. College guess important reason can.,23,1,1173,4982,baja,male,phd,sedan,0,widowed,50,3.1,77,95,west
recursos_humanos,Involve democratic present close garden usually. Focus president street just.,42,11,3014,861,alta,female,phd,suv,2,single,34,4.1,100,109,south
finanzas,Leg laugh window education without story. Every instead but get million.,47,17,4927,7180,baja,female,bachelor,suv,5,married,23,4.3,28,90,north
finanzas,No into edge general attorney. Although politics dark prevent actually production. Professional off peace edge.,55,3,3340,3055,media,female,bachelor,suv,5,divorced,21,4.3,42,112,east
finanzas,Scientist behind left plan chair. Important between actually goal. Vote must listen process future rise.,45,18,2101,2712,baja,female,high_school,van,2,married,48,3.1,87,17,west
finanzas,Staff rather spend seven tax matter out. Memory since sort note. Ask establish choice throw environment.,25,3,1444,9741,alta,female,phd,motorcycle,5,divorced,44,5.0,71,45,west
finanzas,How rule fact yes financial. Point commercial machine ten. Walk fund ball good value.,44,20,2048,7422,alta,male,bachelor,motorcycle,2,single,24,4.3,22,101,north
finanzas,Fly arm difference listen herself.,46,17,2308,5451,media,male,master,van,3,married,40,4.9,47,43,east
recursos_humanos,Radio time of growth. Language together interest daughter. Back art article sometimes show around indicate.,48,18,4615,3375,alta,female,high_school,motorcycle,2,widowed,25,3.7,48,102,south
finanzas,Laugh performance center fine feeling front eight in. Recognize call ask.,33,1,3665,6428,media,female,master,sedan,1,widowed,20,3.6,63,83,west
finanzas,Across government ability leader clear official. Standard dream country consider often yes.,21,1,3263,9695,baja,female,high_school,sedan,3,widowed,41,3.2,88,51,east
finanzas,Happen billion a head. Exactly check decide line mean in purpose. Manage forget arm raise like citizen player. Through both return.,27,3,2186,3113,baja,male,high_school,van,5,single,28,4.4,59,50,east
recursos_humanos,Man factor including. Network store next. Southern role degree until exist some senior.,26,7,3315,1247,baja,male,master,van,3,widowed,22,3.1,17,91,east
finanzas,Occur class cost. Which response eye we. Everybody best evening. Whole tonight citizen their threat long past.,40,4,3153,4865,baja,male,phd,motorcycle,4,married,47,4.2,93,99,east
operaciones,Peace page group. Letter generation face beat star.,47,6,4877,3828,media,male,bachelor,van,1,married,59,3.9,79,49,north
recursos_humanos,Close section talk race clearly seek hard stock. Night history nor billion election step skin.,59,12,2320,4135,alta,male,high_school,suv,1,single,32,4.6,51,24,east
finanzas,Edge lot chair tree out method happy. Manager mission machine quickly citizen hard hard card. Kid forget during arrive want population civil free.,24,4,2776,2590,media,male,master,sedan,4,married,26,4.1,73,33,west
recursos_humanos,Meeting four all reality blood. Research beautiful information thank. A stop someone clearly successful.,60,11,3573,5608,media,male,bachelor,sedan,1,divorced,56,3.4,11,24,south
recursos_humanos,My real third expect strategy town learn pretty. Read per science read city parent early.,58,10,2120,7767,baja,male,phd,sedan,3,married,26,3.8,79,101,south
operaciones,Future why certainly answer past. Particularly resource reason.,54,6,2884,1966,baja,female,high_school,van,4,widowed,28,4.5,52,76,west
recursos_humanos,Yeah article likely professional computer rest receive. Expert computer news senior put group support.,30,8,2365,8930,media,female,high_school,suv,0,single,53,4.1,43,105,east
finanzas,Natural cover behind those cover field. Spend prove sing matter lot employee able. Nor late thing place I amount.,39,20,1315,6384,alta,male,bachelor,suv,5,married,42,4.4,28,116,east
operaciones,Seem effort staff despite later would. Care station talk bit. Box two tree street. Commercial discover some benefit cut sport gun.,52,15,4188,5814,media,female,phd,van,1,widowed,29,3.4,55,16,south
recursos_humanos,Whom hope least sell live energy. Ago hour fall unit share.,43,14,3879,2504,alta,female,phd,suv,1,widowed,56,4.2,79,105,south
operaciones,Discuss fire kitchen suddenly down board simple.,56,7,4354,1605,baja,male,bachelor,motorcycle,4,single,29,3.8,12,101,south
operaciones,If pattern stand event school population. Instead particular go collection important control. Official summer push already describe ready.,55,8,4465,2037,baja,male,phd,motorcycle,5,widowed,27,4.1,36,24,north
finanzas,Attack reflect specific newspaper question. Body indeed less side experience.,46,20,2858,8811,media,female,master,suv,4,widowed,54,3.8,30,98,west
operaciones,Understand water space hotel always.,42,9,3192,6802,baja,male,bachelor,van,3,divorced,28,3.3,23,88,west
recursos_humanos,Buy her lay play identify trip politics. Couple technology value color forward statement several sell.,26,6,2182,2950,alta,female,master,van,1,divorced,34,4.3,44,96,west
finanzas,Plant wait treat. Receive learn piece talk store break. Whole seek able present brother energy win. Include over your professor house effect bring.,48,13,4983,9065,alta,male,phd,van,1,single,23,3.4,59,69,north
recursos_humanos,Nice campaign because heavy eye. Myself history close phone.,51,19,2047,5430,alta,female,master,sedan,5,married,50,3.5,94,105,north
operaciones,Reflect close more week represent. Skill low energy pull.,29,1,3788,1716,media,female,bachelor,suv,2,single,24,3.0,54,54,south
recursos_humanos,Reason fly its house level appear rate. Though end discussion. True seek save require coach include partner. Tend child according interest energy help able east.,40,5,1110,8618,alta,female,master,suv,0,single,52,4.9,47,82,north
recursos_humanos,Ago science modern work statement policy help. Worker likely yes nature partner.,47,18,4616,8800,alta,male,bachelor,sedan,4,single,58,4.7,50,36,south
finanzas,Government heavy majority guess happy though boy. Who work research hear recognize agree care.,31,7,3945,7553,media,female,high_school,van,5,single,57,5.0,87,23,east
recursos_humanos,World theory finish. Heavy effect challenge task evening maybe project. Fill include way travel game ever pressure.,58,12,2250,2076,alta,female,master,suv,0,married,29,4.6,93,32,east
finanzas,Student soldier training order same. Country change per cost fine example.,42,16,1256,218,media,male,bachelor,sedan,5,married,48,3.8,23,118,north
finanzas,Media build on road front knowledge mean check. Difficult number pick stay respond several modern.,45,13,4315,7043,baja,female,master,sedan,2,single,22,3.6,32,64,east
operaciones,Future trial always name. Adult gas require teach save anyone.,32,7,4901,5039,media,male,phd,suv,4,married,58,3.9,54,110,west
finanzas,Number speech their bed area south area. Head college move hear fact foreign identify. Off film against skill coach young reveal leg.,43,18,4834,1185,media,female,high_school,motorcycle,4,single,24,3.7,83,17,south
recursos_humanos,Speak interview understand before policy energy doctor suggest. Test operation part let. Human picture step technology while positive degree.,32,6,2071,145,media,female,bachelor,suv,0,married,40,3.1,18,84,east
finanzas,Over us service still nearly. Perform fact member single summer.,57,15,1102,8953,media,male,phd,motorcycle,5,married,25,4.9,20,43,east
finanzas,Share perform born Mrs system individual exactly. My painting source wish artist threat.,30,5,3222,8996,media,male,master,motorcycle,0,divorced,29,4.4,48,40,west
recursos_humanos,Lawyer those indeed. Thus cost rate receive stand goal marriage southern.,45,12,1488,2878,media,female,bachelor,suv,4,single,40,4.8,62,59,west
finanzas,Whatever decision feeling lay. One oil maintain pick professional unit.,31,2,4444,3863,media,female,high_school,suv,0,married,33,3.3,69,82,west
finanzas,The free music point career image. Foreign into argue suddenly.,34,5,1518,8803,media,female,master,sedan,4,divorced,28,4.3,54,102,north
recursos_humanos,Serious town near character west lead. Nearly send specific truth the investment physical. Various not ever challenge get use what.,50,15,2902,2681,media,male,phd,van,2,single,37,3.0,100,70,south
recursos_humanos,Purpose compare Mrs prevent affect woman hair. Home case way north police. Foot she scientist somebody.,51,12,4487,5889,media,male,high_school,van,0,divorced,23,3.3,49,71,north
recursos_humanos,Become authority above hospital. Type say sometimes although represent.,60,13,2773,8674,media,male,high_school,motorcycle,2,married,59,4.8,67,10,south
operaciones,Must drive generation offer local bed small know. Enter certainly majority. Degree president authority bit those we claim wonder.,57,6,2902,2115,media,female,phd,van,3,married,42,4.9,71,109,east
recursos_humanos,Trip get unit within win spend. Go star fill somebody hope feeling stand live. Water usually leg plan fact list.,28,9,3500,7543,alta,male,master,van,2,single,47,3.4,27,102,south
operaciones,I more house bill.,54,17,1298,3310,baja,male,bachelor,motorcycle,3,widowed,56,3.1,94,116,north
finanzas,Art particular address consumer mission. Crime training which focus political there. Event must season.,22,2,1368,3121,baja,female,master,motorcycle,4,married,52,3.7,87,18,east
operaciones,Example trip care energy sign article. After account sea news. Report half ask discover.,59,17,2403,7641,media,male,bachelor,van,4,single,59,3.3,41,85,south
operaciones,Eat clearly security art truth peace include. Big cover end occur south. Goal dinner week current argue learn land. She physical skin assume fight city.,25,2,4873,1754,media,male,master,motorcycle,3,married,56,3.6,26,106,south
finanzas,Drop interview evidence project question fish education. Anyone south what without already amount turn professional. Defense partner Republican arm speech resource.,35,17,4840,9210,alta,male,bachelor,van,5,widowed,52,3.0,36,91,east
operaciones,Party score would successful. Stop seat behavior then. Music radio art family now. Up follow area price.,59,3,4666,3591,media,female,high_school,suv,2,single,27,4.5,54,31,north
finanzas,Exactly around week enjoy state. Short different doctor forget need treat.,54,8,1528,868,baja,male,bachelor,suv,0,divorced,28,4.4,37,21,south
recursos_humanos,Staff however result check. Level continue personal choice. Meeting wide finish approach Mrs final audience toward.,35,13,2065,8228,media,male,high_school,sedan,1,married,49,4.2,78,46,west
operaciones,Test interesting computer can. Fall police protect care risk response.,20,2,1159,6885,alta,female,high_school,van,5,divorced,40,4.8,10,34,south
operaciones,Gun movie happen man go account skill. Environmental fire officer scene economic enough her. Coach more suggest. Speech realize weight culture.,30,1,3480,2334,media,male,phd,motorcycle,3,single,20,3.1,47,92,south
operaciones,Exactly professor upon able difficult he but. Guy significant argue fight bit. Most others send appear.,42,10,2563,9844,media,female,bachelor,suv,5,single,45,4.4,98,49,west
recursos_humanos,Physical much turn clearly reason career. Form nearly forget little imagine accept itself.,44,4,1689,7442,baja,female,master,sedan,5,married,26,3.3,61,87,south
recursos_humanos,Down development maintain cell owner. Perform growth parent. Position subject kind perform start discussion draw work.,53,3,2220,8337,alta,female,high_school,suv,3,single,52,4.2,100,40,south
recursos_humanos,View reach face institution someone. Tonight particular life second law election key seem. Majority daughter little news top.,34,11,2857,2303,alta,male,master,van,4,divorced,60,3.7,45,90,west
finanzas,Role reflect ten good increase life successful action. Size age successful most down organization stop.,45,3,3390,3674,media,male,high_school,motorcycle,2,widowed,39,4.1,97,68,south
operaciones,Entire company beat. Whole paper entire show seven. Lead Mr every campaign own hour society. Sit situation policy apply fire cultural.,55,17,1685,7129,alta,female,high_school,motorcycle,5,single,59,3.1,68,10,west
